distance_km,days_since_last_donation,is_first_time_donor,age,past_donations,response_rate,avg_response_time_min,is_available_now,label
22.64,478.0,0,18,2,0.163,2.1,1,0
0.22,637.0,0,27,7,0.646,21.7,1,0
8.26,186.0,0,30,4,0.831,9.1,1,1
5.83,-1.0,1,33,4,0.125,18.1,0,0
10.55,378.0,0,36,1,0.322,17.3,1,1
12.35,480.0,0,32,2,0.104,2.4,1,0
16.59,-1.0,1,20,5,0.28,16.4,1,1
6.43,799.0,0,24,5,0.385,10.8,1,1
2.22,768.0,0,35,1,0.531,9.5,1,1
3.37,105.0,0,39,2,0.727,2.7,1,1
14.07,494.0,0,37,2,0.418,12.8,1,0
8.22,569.0,0,23,2,0.527,20.3,1,0
2.24,217.0,0,52,3,0.267,15.2,1,1
24.68,208.0,0,23,2,0.692,74.9,1,0
0.94,337.0,0,24,4,0.765,47.5,1,1
7.57,-1.0,1,26,5,0.505,15.4,1,0
5.2,604.0,0,46,2,0.199,4.5,0,0
0.73,612.0,0,29,2,0.098,19.2,0,0
0.22,134.0,0,20,4,0.33,23.8,1,1
6.25,111.0,0,36,1,0.152,18.3,0,0
11.76,893.0,0,24,3,0.506,33.6,1,1
5.34,103.0,0,39,3,0.095,12.5,1,1
4.04,727.0,0,37,7,0.525,11.8,1,0
12.16,-1.0,1,37,2,0.565,49.0,1,0
7.8,-1.0,1,18,6,0.548,63.0,1,1
0.79,260.0,0,18,2,0.206,10.4,1,0
2.75,570.0,0,38,2,0.644,2.5,1,1
4.79,-1.0,1,19,4,0.863,53.7,0,0
2.54,899.0,0,34,2,0.755,27.8,1,1
16.77,884.0,0,36,2,0.631,19.3,1,0
3.22,228.0,0,42,3,0.486,19.8,1,0
4.59,592.0,0,31,2,0.625,37.5,1,0
2.46,-1.0,1,33,3,0.347,47.4,1,1
7.83,363.0,0,30,3,0.557,31.5,1,1
11.06,-1.0,1,52,1,0.122,6.8,1,0
5.4,859.0,0,35,3,0.401,74.6,1,1
9.31,-1.0,1,18,3,0.772,2.0,0,0
9.39,557.0,0,36,8,0.481,31.8,0,0
3.68,608.0,0,20,5,0.442,56.8,1,1
0.48,-1.0,1,35,1,0.732,43.3,1,1
10.46,-1.0,1,18,3,0.423,31.8,1,0
3.76,159.0,0,48,4,0.729,39.2,0,0
4.09,422.0,0,28,2,0.868,13.8,0,0
22.01,335.0,0,26,2,0.897,49.3,1,0
0.92,605.0,0,31,1,0.283,2.3,1,0
2.91,199.0,0,44,2,0.755,84.2,0,0
22.81,629.0,0,21,1,0.21,18.1,1,1
3.21,654.0,0,29,3,0.514,6.9,1,1
0.48,815.0,0,43,3,0.32,35.8,1,0
1.53,596.0,0,46,3,0.348,66.6,1,1
3.05,749.0,0,29,0,0.441,3.4,1,1
4.98,664.0,0,32,7,0.131,38.6,1,1
16.56,732.0,0,24,4,0.216,18.7,0,0
2.32,752.0,0,41,6,0.477,6.6,1,1
2.22,412.0,0,22,0,0.554,26.6,1,0
4.52,-1.0,1,25,2,0.25,15.3,1,1
19.91,220.0,0,45,1,0.787,7.4,1,0
17.01,558.0,0,29,6,0.157,31.4,0,0
8.68,140.0,0,39,0,0.531,46.3,1,0
9.03,154.0,0,42,5,0.164,15.7,1,1
9.0,671.0,0,30,1,0.398,7.3,1,0
0.29,468.0,0,24,2,0.414,66.0,1,0
0.01,760.0,0,24,2,0.776,4.7,1,1
1.63,514.0,0,42,2,0.556,43.3,1,0
4.28,756.0,0,34,4,0.246,3.5,1,0
4.69,847.0,0,45,4,0.909,100.5,1,1
1.43,292.0,0,34,1,0.594,38.3,0,0
0.59,228.0,0,35,3,0.636,7.7,1,1
1.51,316.0,0,36,2,0.704,85.1,1,0
5.56,450.0,0,20,5,0.635,15.4,1,1
28.14,821.0,0,34,2,0.532,9.8,1,0
1.47,401.0,0,35,3,0.622,4.6,0,0
1.01,160.0,0,23,4,0.477,7.4,0,0
0.7,-1.0,1,31,5,0.49,59.0,0,0
3.75,657.0,0,53,3,0.554,75.0,1,0
4.25,137.0,0,39,4,0.398,34.4,1,1
1.33,651.0,0,55,5,0.457,37.5,1,0
3.4,844.0,0,29,4,0.402,6.5,1,1
4.58,542.0,0,33,2,0.675,110.3,1,0
9.36,-1.0,1,25,2,0.623,8.7,1,1
4.63,-1.0,1,37,2,0.168,13.5,1,0
12.73,229.0,0,37,2,0.403,21.8,1,1
1.48,863.0,0,33,2,0.103,14.7,1,0
2.78,854.0,0,37,2,0.421,7.1,1,0
1.92,334.0,0,50,2,0.461,5.1,0,1
0.53,-1.0,1,32,5,0.412,33.6,1,1
1.91,583.0,0,24,1,0.766,46.2,1,1
1.11,634.0,0,20,2,0.371,9.1,0,0
8.0,428.0,0,36,2,0.475,50.2,0,1
9.56,390.0,0,35,3,0.262,25.2,1,1
8.95,-1.0,1,18,2,0.153,30.3,0,0
3.47,757.0,0,18,3,0.146,120.6,1,0
0.47,776.0,0,33,7,0.37,45.0,1,1
4.39,549.0,0,44,5,0.62,36.3,1,0
4.51,202.0,0,34,2,0.783,80.0,1,0
0.01,161.0,0,20,1,0.206,20.6,1,0
3.36,768.0,0,30,2,0.513,8.5,0,0
32.44,244.0,0,27,0,0.418,44.6,0,0
0.67,-1.0,1,38,1,0.846,1.6,1,1
0.58,285.0,0,24,4,0.364,2.2,1,1
15.95,-1.0,1,38,2,0.861,7.7,1,0
15.33,205.0,0,36,5,0.527,17.5,1,0
0.7,211.0,0,37,2,0.213,56.9,1,0
4.38,398.0,0,33,6,0.462,9.7,1,0
2.69,640.0,0,26,2,0.355,5.5,1,1
2.55,674.0,0,19,2,0.431,21.1,0,0
4.39,652.0,0,44,5,0.839,5.0,1,1
6.26,100.0,0,27,1,0.312,14.3,1,0
7.68,507.0,0,33,1,0.482,5.1,0,0
4.77,227.0,0,40,6,0.608,12.5,1,0
1.81,619.0,0,39,1,0.181,159.1,1,1
0.5,465.0,0,34,1,0.534,74.1,1,1
2.63,136.0,0,36,1,0.707,38.6,0,1
0.98,835.0,0,18,5,0.192,1.2,1,1
24.54,95.0,0,36,3,0.773,9.6,1,0
2.63,535.0,0,38,1,0.679,28.5,1,1
4.13,626.0,0,24,2,0.275,26.4,1,1
0.89,457.0,0,31,5,0.609,12.2,0,0
0.66,280.0,0,24,5,0.175,16.8,1,1
0.86,817.0,0,33,2,0.736,28.9,0,0
1.37,-1.0,1,30,2,0.803,17.3,0,0
2.13,517.0,0,30,1,0.415,4.2,1,1
2.71,144.0,0,35,2,0.31,19.9,1,0
0.49,821.0,0,49,3,0.405,83.4,1,1
4.53,142.0,0,41,4,0.616,14.0,1,1
8.81,402.0,0,41,2,0.751,16.5,0,1
13.28,-1.0,1,34,3,0.223,21.2,1,0
3.93,171.0,0,27,0,0.183,20.0,0,1
6.37,-1.0,1,26,5,0.286,7.1,0,0
0.51,93.0,0,41,4,0.72,5.7,1,1
5.74,484.0,0,46,4,0.605,6.8,0,0
6.51,211.0,0,37,7,0.137,44.7,0,1
0.86,696.0,0,55,3,0.334,41.5,1,0
11.26,461.0,0,40,8,0.334,95.2,1,1
15.92,-1.0,1,31,5,0.849,56.2,1,1
2.29,444.0,0,51,2,0.458,53.1,0,0
10.13,776.0,0,33,3,0.904,30.9,0,0
11.1,-1.0,1,31,2,0.747,47.3,1,1
11.15,596.0,0,34,2,0.2,23.5,0,0
2.9,820.0,0,24,3,0.412,92.0,1,1
1.17,736.0,0,41,3,0.267,17.2,1,0
0.95,580.0,0,36,0,0.653,27.9,0,1
16.83,237.0,0,19,3,0.66,51.6,0,0
7.63,869.0,0,20,3,0.921,82.8,1,0
5.81,-1.0,1,36,4,0.108,3.7,1,1
1.32,293.0,0,29,1,0.544,12.9,0,0
5.21,139.0,0,40,5,0.218,8.6,0,0
7.73,631.0,0,18,2,0.378,56.4,1,1
13.35,533.0,0,36,6,0.572,32.8,0,1
1.74,504.0,0,23,4,0.38,47.3,1,0
3.52,410.0,0,20,1,0.602,10.4,1,0
1.99,221.0,0,23,0,0.891,18.9,1,1
0.3,545.0,0,30,3,0.414,21.4,1,1
6.06,307.0,0,37,2,0.915,3.9,0,1
14.39,881.0,0,38,4,0.603,22.6,1,1
1.47,737.0,0,47,2,0.25,46.7,1,1
11.9,472.0,0,38,7,0.811,68.0,1,1
0.85,629.0,0,31,6,0.355,11.8,1,1
1.65,646.0,0,18,3,0.49,26.2,1,0
1.75,277.0,0,18,1,0.961,102.4,1,0
0.0,377.0,0,39,1,0.426,10.0,1,1
1.21,-1.0,1,25,4,0.589,24.8,1,1
1.74,370.0,0,48,3,0.692,2.0,0,1
4.06,-1.0,1,19,1,0.715,41.7,0,0
1.68,-1.0,1,22,5,0.397,13.3,1,1
0.27,370.0,0,22,2,0.452,11.9,0,0
4.67,628.0,0,37,5,0.055,1.3,0,0
1.4,257.0,0,21,3,0.325,40.7,0,0
1.14,242.0,0,25,2,0.273,3.7,0,0
0.02,538.0,0,44,3,0.194,3.7,1,0
3.47,863.0,0,40,4,0.626,4.4,1,1
1.04,736.0,0,36,3,0.388,5.3,1,1
4.66,169.0,0,34,2,0.518,68.8,0,0
3.34,769.0,0,23,3,0.187,5.3,1,0
0.96,277.0,0,27,2,0.35,27.7,0,1
5.73,408.0,0,37,2,0.234,10.6,0,0
2.21,532.0,0,40,6,0.274,7.0,1,0
12.78,-1.0,1,42,4,0.732,5.7,0,0
7.69,550.0,0,20,2,0.384,9.8,0,0
5.65,94.0,0,45,2,0.733,7.0,1,0
2.77,-1.0,1,31,5,0.152,23.8,1,1
0.46,131.0,0,19,5,0.523,74.4,0,0
21.69,629.0,0,25,7,0.667,31.1,1,1
0.4,-1.0,1,28,3,0.502,29.9,1,1
4.63,666.0,0,18,3,0.611,33.3,1,0
7.85,494.0,0,21,2,0.576,43.3,0,0
2.4,636.0,0,51,2,0.636,10.3,0,0
4.78,514.0,0,18,1,0.047,33.3,1,0
17.67,598.0,0,32,3,0.816,25.8,1,0
1.3,786.0,0,42,2,0.69,45.0,1,1
32.11,294.0,0,18,3,0.45,16.1,0,0
1.67,248.0,0,29,4,0.304,17.7,1,1
4.77,685.0,0,34,6,0.589,4.7,0,1
12.57,101.0,0,34,5,0.296,34.7,1,0
5.85,555.0,0,30,2,0.929,88.7,1,1
6.77,232.0,0,18,3,0.275,40.7,1,0
10.34,142.0,0,18,5,0.644,32.5,0,1
11.44,510.0,0,25,0,0.47,0.7,1,1
12.57,391.0,0,31,2,0.126,16.3,1,0
2.16,651.0,0,29,4,0.444,11.9,1,1
2.72,642.0,0,32,3,0.554,28.2,1,0
1.03,322.0,0,24,0,0.382,10.1,1,1
3.26,493.0,0,42,0,0.508,38.6,0,0
19.11,-1.0,1,23,1,0.419,4.9,1,1
5.18,595.0,0,18,4,0.239,17.7,0,0
7.33,-1.0,1,28,4,0.286,2.2,1,1
17.58,599.0,0,23,3,0.521,4.1,1,0
6.27,249.0,0,33,5,0.57,8.2,1,1
8.86,434.0,0,33,4,0.944,5.1,1,1
1.44,726.0,0,34,2,0.315,15.3,0,0
0.31,208.0,0,19,4,0.384,19.6,0,1
0.03,374.0,0,32,4,0.187,4.0,1,0
4.46,444.0,0,44,3,0.608,18.7,1,1
7.87,447.0,0,41,4,0.239,20.0,1,0
11.35,864.0,0,21,3,0.519,24.1,1,0
16.84,121.0,0,31,2,0.559,12.8,1,0
1.36,633.0,0,39,3,0.559,32.6,1,1
3.19,758.0,0,49,3,0.129,3.2,0,0
1.61,890.0,0,51,5,0.533,85.0,0,0
6.31,337.0,0,33,4,0.078,2.8,1,1
0.83,256.0,0,19,1,0.771,2.0,1,0
1.85,141.0,0,33,0,0.778,18.1,1,1
5.43,478.0,0,20,4,0.346,6.6,1,0
4.96,847.0,0,42,2,0.545,3.4,1,1
0.99,603.0,0,40,3,0.73,25.0,1,1
9.16,336.0,0,39,1,0.687,19.8,1,1
4.9,282.0,0,37,4,0.429,7.7,1,0
1.47,734.0,0,20,3,0.31,71.1,0,1
3.87,-1.0,1,44,5,0.486,14.1,0,0
1.79,827.0,0,39,3,0.592,13.9,1,1
0.37,574.0,0,45,5,0.501,52.2,1,0
9.3,266.0,0,33,5,0.195,6.3,1,0
19.0,704.0,0,30,4,0.467,8.7,0,1
0.02,435.0,0,40,1,0.393,44.1,1,0
6.76,276.0,0,18,1,0.638,23.4,1,0
3.61,721.0,0,28,1,0.479,5.7,1,1
0.65,581.0,0,46,3,0.664,51.1,1,1
13.88,138.0,0,25,2,0.48,21.5,1,0
1.38,773.0,0,43,4,0.556,28.1,1,0
1.1,231.0,0,23,6,0.064,56.3,0,0
0.9,-1.0,1,36,2,0.349,27.8,1,1
0.3,361.0,0,29,1,0.183,3.8,1,1
0.61,249.0,0,25,0,0.294,62.3,1,0
4.75,585.0,0,46,10,0.567,4.1,1,1
3.15,-1.0,1,22,0,0.145,22.2,0,0
13.35,197.0,0,25,3,0.408,58.8,1,0
3.28,315.0,0,44,2,0.698,7.7,0,1
1.1,-1.0,1,34,5,0.167,22.9,1,0
6.61,461.0,0,26,3,0.455,7.9,1,1
0.91,753.0,0,42,2,0.906,40.6,0,0
2.76,398.0,0,25,3,0.185,4.4,0,1
22.42,337.0,0,52,3,0.769,4.0,1,1
5.79,606.0,0,20,1,0.163,8.5,1,0
1.27,861.0,0,43,5,0.439,2.3,0,0
0.29,-1.0,1,33,1,0.226,67.5,1,0
1.31,519.0,0,27,1,0.15,1.3,0,0
18.99,420.0,0,31,2,0.763,7.3,1,1
0.66,361.0,0,37,4,0.52,16.6,1,1
4.04,762.0,0,42,2,0.428,22.5,1,0
9.05,244.0,0,43,3,0.489,9.3,1,1
8.71,238.0,0,33,3,0.487,10.0,0,0
22.29,308.0,0,33,3,0.099,57.1,1,1
15.27,386.0,0,31,2,0.651,33.5,1,1
13.12,142.0,0,40,3,0.714,0.9,1,1
16.82,434.0,0,22,2,0.141,14.0,0,0
3.16,321.0,0,18,2,0.544,86.7,1,0
9.66,282.0,0,20,5,0.656,11.0,1,1
0.29,682.0,0,42,5,0.234,9.4,1,1
1.44,202.0,0,30,2,0.231,18.0,0,0
1.6,825.0,0,25,1,0.782,13.1,0,1
3.74,90.0,0,34,2,0.361,22.3,0,0
4.29,734.0,0,27,0,0.196,7.6,1,1
0.77,877.0,0,27,3,0.74,23.9,1,1
3.8,-1.0,1,35,1,0.523,30.6,1,1
2.09,355.0,0,39,2,0.802,40.5,1,0
5.53,126.0,0,22,5,0.135,15.0,1,1
10.71,638.0,0,26,2,0.329,96.1,1,0
11.84,335.0,0,29,7,0.421,0.8,1,1
8.83,439.0,0,29,4,0.845,47.5,1,0
11.7,890.0,0,18,4,0.503,13.4,1,1
2.95,365.0,0,38,4,0.962,3.7,0,0
1.05,-1.0,1,41,1,0.58,91.4,1,0
7.96,187.0,0,34,2,0.5,8.7,1,0
8.17,760.0,0,24,4,0.084,0.2,1,1
5.36,90.0,0,27,6,0.75,14.5,1,1
4.7,297.0,0,18,1,0.363,78.6,1,0
5.71,396.0,0,41,1,0.461,2.2,1,0
8.28,716.0,0,33,4,0.698,64.7,1,1
4.65,810.0,0,30,5,0.226,3.2,1,1
2.76,238.0,0,39,3,0.069,11.4,1,0
6.45,192.0,0,40,4,0.357,18.4,0,1
0.45,700.0,0,35,2,0.173,118.9,0,0
12.55,162.0,0,47,5,0.251,8.8,1,0
18.65,873.0,0,41,0,0.851,10.7,1,1
29.23,647.0,0,18,4,0.521,25.1,1,1
5.58,310.0,0,50,2,0.474,48.6,1,0
4.02,139.0,0,33,5,0.309,20.3,1,0
6.62,498.0,0,31,2,0.799,26.3,1,0
13.3,619.0,0,21,1,0.233,46.3,0,0
2.45,394.0,0,30,0,0.183,43.0,0,0
3.44,372.0,0,28,1,0.76,22.7,1,1
0.43,-1.0,1,18,4,0.43,48.8,0,0
24.38,863.0,0,18,2,0.354,16.2,1,1
4.2,-1.0,1,35,0,0.947,17.7,1,1
2.87,765.0,0,31,3,0.101,4.2,0,0
1.73,94.0,0,31,1,0.54,50.6,0,1
4.61,526.0,0,38,3,0.019,28.2,1,0
1.57,787.0,0,49,3,0.737,24.7,0,0
1.29,718.0,0,26,2,0.435,51.3,1,0
8.58,467.0,0,47,7,0.796,9.0,1,1
18.69,437.0,0,31,3,0.423,22.2,1,0
5.21,91.0,0,41,3,0.259,9.3,1,1
4.74,499.0,0,20,1,0.181,13.4,0,0
2.38,133.0,0,41,2,0.196,9.8,1,0
8.31,313.0,0,29,7,0.33,4.3,1,0
2.86,192.0,0,26,2,0.274,40.0,1,0
3.64,489.0,0,21,4,0.959,63.7,0,1
1.98,-1.0,1,18,4,0.723,22.8,1,1
2.55,774.0,0,18,5,0.594,42.9,0,0
3.68,-1.0,1,33,2,0.931,16.0,1,1
3.97,-1.0,1,30,5,0.818,12.5,0,1
10.83,322.0,0,33,2,0.58,33.1,0,0
9.95,196.0,0,22,4,0.533,70.4,1,1
4.91,268.0,0,28,2,0.344,3.7,0,0
2.3,248.0,0,40,2,0.583,5.3,1,1
19.99,797.0,0,34,3,0.29,4.7,1,1
2.16,101.0,0,55,1,0.774,27.8,1,1
5.6,-1.0,1,37,3,0.43,36.1,0,0
2.75,762.0,0,33,6,0.374,17.9,1,1
6.21,262.0,0,39,1,0.581,8.1,1,1
3.32,871.0,0,46,2,0.615,14.7,0,0
5.58,608.0,0,29,8,0.462,0.3,1,1
12.54,788.0,0,29,3,0.348,60.8,1,0
1.26,-1.0,1,19,4,0.64,24.1,1,1
2.38,-1.0,1,32,2,0.305,19.3,0,0
4.35,867.0,0,36,4,0.643,1.0,1,1
13.25,379.0,0,44,6,0.5,20.2,0,0
5.55,-1.0,1,40,3,0.671,37.8,0,0
1.22,627.0,0,51,0,0.637,29.8,0,1
3.65,240.0,0,35,2,0.474,65.5,1,1
9.55,427.0,0,32,5,0.588,25.8,1,0
0.5,875.0,0,27,2,0.61,8.0,1,1
1.39,314.0,0,44,5,0.616,22.3,1,0
14.46,349.0,0,21,3,0.917,6.9,1,1
4.05,701.0,0,35,5,0.47,6.4,1,1
0.03,453.0,0,41,1,0.628,52.9,0,0
8.39,-1.0,1,29,4,0.679,13.2,0,0
8.69,506.0,0,35,3,0.111,5.5,1,1
1.16,534.0,0,18,8,0.789,30.1,1,1
3.09,147.0,0,47,2,0.361,16.4,0,0
2.04,657.0,0,37,3,0.692,13.4,0,1
2.51,149.0,0,46,2,0.274,42.1,1,1
4.58,751.0,0,37,3,0.591,65.2,1,1
2.81,-1.0,1,28,4,0.14,63.5,1,0
0.09,444.0,0,32,2,0.492,1.4,0,1
22.75,603.0,0,18,4,0.821,41.1,1,1
13.51,349.0,0,29,6,0.474,18.0,1,1
5.65,169.0,0,32,1,0.64,36.4,1,1
5.37,180.0,0,34,4,0.818,1.3,1,1
5.59,349.0,0,55,4,0.381,15.9,1,1
6.15,856.0,0,34,4,0.392,22.3,0,0
2.48,590.0,0,33,0,0.262,4.8,1,1
12.83,365.0,0,33,9,0.367,3.4,1,0
6.19,637.0,0,21,1,0.5,2.0,1,1
0.53,-1.0,1,31,0,0.201,29.4,1,0
9.05,277.0,0,41,2,0.199,50.1,1,0
6.2,687.0,0,30,5,0.245,10.0,0,1
1.81,805.0,0,27,3,0.144,58.2,1,0
6.82,121.0,0,22,3,0.861,44.5,0,1
17.99,874.0,0,18,7,0.066,18.2,0,0
17.37,-1.0,1,29,2,0.653,31.2,1,1
6.58,-1.0,1,33,5,0.817,21.8,0,1
0.65,105.0,0,25,2,0.235,3.2,1,0
1.26,403.0,0,27,3,0.471,19.0,1,1
0.69,234.0,0,37,3,0.316,49.3,1,1
5.13,799.0,0,45,5,0.334,3.2,1,0
1.02,848.0,0,20,3,0.286,7.5,0,0
23.09,294.0,0,36,7,0.75,20.7,1,1
8.79,832.0,0,29,3,0.834,2.2,1,1
7.93,586.0,0,43,4,0.227,161.0,1,0
16.57,-1.0,1,28,3,0.236,7.6,0,0
0.18,678.0,0,25,3,0.108,14.9,1,1
1.43,364.0,0,47,2,0.735,30.3,1,1
20.23,725.0,0,31,1,0.441,18.0,1,1
8.89,438.0,0,19,3,0.532,6.9,1,0
6.08,484.0,0,19,1,0.464,68.2,1,0
2.48,-1.0,1,23,6,0.498,2.5,1,1
15.11,-1.0,1,30,2,0.333,3.4,0,1
4.39,659.0,0,35,1,0.381,3.9,1,0
4.2,485.0,0,34,1,0.196,21.7,1,1
4.31,448.0,0,33,3,0.195,19.1,0,0
2.22,120.0,0,42,2,0.833,5.2,0,0
1.67,460.0,0,33,7,0.616,17.3,0,0
1.23,-1.0,1,43,7,0.109,19.6,1,0
1.61,857.0,0,27,2,0.563,42.1,1,0
7.06,782.0,0,24,5,0.47,61.1,1,0
1.26,369.0,0,31,6,0.738,10.1,1,0
1.77,879.0,0,18,3,0.308,3.3,0,0
6.92,540.0,0,22,4,0.763,42.2,1,1
1.93,302.0,0,27,4,0.273,59.8,1,0
7.23,734.0,0,45,5,0.638,28.8,0,0
1.32,812.0,0,36,5,0.693,3.4,1,0
8.72,610.0,0,38,3,0.227,11.7,0,0
3.24,416.0,0,61,3,0.274,7.9,1,0
2.46,-1.0,1,35,5,0.724,14.3,1,1
6.15,663.0,0,26,1,0.389,5.2,1,1
2.22,881.0,0,36,1,0.64,20.7,0,1
6.87,829.0,0,22,6,0.108,4.0,1,1
10.05,858.0,0,28,3,0.823,2.7,1,1
2.5,-1.0,1,27,2,0.511,17.9,0,0
1.18,798.0,0,45,4,0.298,6.8,1,1
17.6,701.0,0,39,0,0.538,36.7,1,0
1.66,809.0,0,32,5,0.266,142.4,0,0
6.46,727.0,0,30,3,0.537,20.5,1,0
1.71,572.0,0,38,2,0.303,26.7,1,0
17.55,701.0,0,22,1,0.15,2.3,0,0
2.64,859.0,0,28,7,0.231,7.7,1,0
4.98,-1.0,1,31,4,0.578,17.9,1,0
7.76,255.0,0,31,4,0.26,4.6,0,0
2.41,579.0,0,23,3,0.251,37.2,0,0
2.09,792.0,0,45,1,0.634,39.1,1,1
12.4,557.0,0,18,1,0.295,69.3,1,0
7.36,626.0,0,35,3,0.256,45.4,1,1
1.37,195.0,0,51,3,0.838,41.2,1,1
11.89,780.0,0,18,2,0.321,13.9,1,0
3.47,114.0,0,27,1,0.499,27.5,0,0
5.74,-1.0,1,42,6,0.213,4.8,0,0
3.62,709.0,0,39,4,0.818,29.0,1,1
5.51,-1.0,1,48,7,0.33,36.4,1,0
0.55,167.0,0,35,1,0.481,127.8,1,0
9.54,442.0,0,28,7,0.494,27.8,1,1
5.35,461.0,0,36,2,0.491,103.5,1,0
7.91,615.0,0,26,2,0.159,8.2,1,1
4.35,734.0,0,27,5,0.741,14.2,1,1
0.63,863.0,0,30,3,0.932,1.6,0,1
0.69,277.0,0,36,1,0.118,4.2,1,0
2.48,819.0,0,46,1,0.452,3.0,1,1
9.75,-1.0,1,43,4,0.616,7.4,1,1
1.84,349.0,0,24,3,0.457,19.7,1,1
15.86,400.0,0,22,1,0.59,52.8,1,1
6.6,104.0,0,45,3,0.825,27.2,1,1
6.53,651.0,0,32,2,0.919,43.8,1,1
11.66,183.0,0,20,3,0.396,17.2,1,1
20.04,411.0,0,36,4,0.797,23.3,1,1
4.34,656.0,0,25,2,0.487,31.2,0,0
0.94,691.0,0,32,1,0.335,56.7,0,1
9.93,878.0,0,30,1,0.368,13.8,1,0
1.0,515.0,0,31,3,0.78,82.2,1,0
3.61,457.0,0,33,3,0.62,36.3,1,1
3.17,734.0,0,20,4,0.339,22.4,1,1
14.47,202.0,0,57,2,0.838,102.8,1,0
6.56,478.0,0,40,5,0.382,14.7,1,1
1.73,393.0,0,31,3,0.577,4.1,1,0
5.73,391.0,0,40,2,0.565,6.1,0,0
3.49,642.0,0,42,1,0.147,57.9,0,0
14.19,620.0,0,23,1,0.052,11.8,1,1
1.83,272.0,0,20,1,0.632,29.6,1,1
6.1,156.0,0,33,2,0.892,44.6,1,1
1.52,853.0,0,45,3,0.3,11.8,1,1
14.28,196.0,0,33,4,0.096,44.7,1,0
3.58,208.0,0,41,4,0.858,1.0,0,1
1.78,604.0,0,54,2,0.889,44.3,1,1
3.46,145.0,0,51,3,0.766,30.7,0,1
2.46,859.0,0,30,2,0.446,23.8,0,0
1.51,282.0,0,42,2,0.371,30.4,1,1
2.5,728.0,0,25,3,0.449,5.7,1,1
0.78,677.0,0,27,5,0.77,0.7,1,1
27.83,674.0,0,31,2,0.267,10.4,1,0
2.05,427.0,0,40,0,0.431,68.8,1,0
8.48,660.0,0,21,1,0.298,58.3,1,0
0.1,523.0,0,26,2,0.39,6.1,0,0
3.44,798.0,0,24,3,0.943,40.6,0,1
1.06,663.0,0,52,3,0.267,36.7,1,1
4.27,299.0,0,43,3,0.314,0.8,0,1
14.12,306.0,0,19,2,0.44,38.2,1,0
1.92,848.0,0,43,6,0.314,36.0,1,0
3.21,505.0,0,45,2,0.593,18.6,1,1
5.46,713.0,0,26,1,0.68,53.6,1,0
4.19,90.0,0,24,5,0.743,34.5,0,0
21.66,521.0,0,24,0,0.512,5.8,1,0
5.94,868.0,0,22,3,0.343,45.7,0,0
1.11,-1.0,1,22,4,0.516,6.1,1,0
2.57,451.0,0,41,1,0.455,93.9,1,0
2.58,-1.0,1,22,3,0.249,45.6,0,0
3.37,779.0,0,23,3,0.652,7.5,0,0
5.65,-1.0,1,38,3,0.733,15.6,0,0
3.96,571.0,0,39,4,0.44,96.8,1,0
8.33,725.0,0,18,5,0.591,4.6,1,0
3.23,327.0,0,23,1,0.262,4.6,1,1
4.4,-1.0,1,35,3,0.101,32.5,1,0
2.77,204.0,0,34,4,0.541,36.0,1,1
2.53,796.0,0,28,1,0.847,21.7,1,0
11.63,266.0,0,51,5,0.339,30.6,1,1
0.08,524.0,0,56,3,0.359,40.5,0,0
5.0,-1.0,1,39,2,0.679,27.5,1,0
9.44,267.0,0,33,1,0.381,4.3,1,0
9.54,613.0,0,18,1,0.404,13.0,1,0
9.5,599.0,0,36,3,0.409,23.1,1,0
0.52,385.0,0,18,3,0.71,0.8,0,0
1.51,211.0,0,34,3,0.35,12.4,1,1
2.9,324.0,0,33,2,0.692,1.6,0,1
3.1,376.0,0,34,3,0.219,25.1,0,1
5.51,617.0,0,28,3,0.964,35.4,1,1
2.56,139.0,0,37,4,0.565,8.5,1,1
1.3,446.0,0,60,2,0.456,16.0,0,0
8.2,233.0,0,45,2,0.559,9.6,1,1
4.2,-1.0,1,38,1,0.173,0.2,1,0
13.09,768.0,0,35,4,0.552,3.8,1,1
4.69,334.0,0,28,5,0.571,35.3,1,1
7.75,471.0,0,30,4,0.358,112.3,1,0
2.39,742.0,0,34,2,0.128,30.0,1,0
0.23,844.0,0,33,4,0.8,11.4,1,1
4.71,278.0,0,40,5,0.425,19.0,1,0
0.35,799.0,0,48,2,0.532,41.9,1,1
4.27,171.0,0,32,2,0.365,32.8,1,1
9.09,379.0,0,37,0,0.349,53.9,1,0
0.75,532.0,0,21,6,0.819,7.1,0,0
1.94,259.0,0,18,2,0.699,26.9,1,1
1.88,599.0,0,29,3,0.732,55.9,1,0
0.4,883.0,0,29,1,0.324,8.7,1,1
0.88,444.0,0,41,3,0.13,17.5,0,0
8.03,775.0,0,24,6,0.154,17.9,1,1
5.28,-1.0,1,35,4,0.149,5.6,1,0
1.04,380.0,0,46,2,0.633,89.6,0,0
3.81,-1.0,1,21,1,0.536,1.8,0,1
4.5,-1.0,1,26,2,0.662,11.9,1,1
6.29,179.0,0,30,5,0.662,12.0,1,1
14.65,581.0,0,33,7,0.81,31.4,1,1
7.16,690.0,0,41,3,0.576,17.3,0,0
11.3,703.0,0,29,3,0.564,17.7,1,1
4.18,589.0,0,29,4,0.915,22.3,1,1
5.84,847.0,0,26,2,0.313,7.7,1,0
6.62,123.0,0,18,7,0.284,15.4,1,0
